text	status
爱国 不可否认 ， 但是 通过 政治 利益 的 压迫 的 艺术 确实 有些 虚伪 了 。	OK
嗯 ， 同性恋 就是 放弃 了 生育权 ， 同性恋 活该 没 人权 。 真的 怀疑 天天 在 网上 跳脚 的 人 在 现实 中 接触 过 同志 人群 吗 ？ 我 身边 的 一对 独立 设计师 夫夫 ， 俩 人 在 一起 十几年 ， 生育 一儿 9 岁 ， 一女 4 岁 ， 都 是 在 国外 做 的 代孕 。 认识 的 其他 进入 稳定期 的 伴侣 大多 都 是 渴望 孩子 的 。	B
我 一个 未婚 的 还 得 去 证明 一下 自己 无 违反 计划生育 ？ 我 当时 还 很 没脑 的 问 了 一句 是 开 我 爸妈 的 吗 ？ emmmm … 发现 是 开 自己 的 我 一脸 懵 逼	B
彭博 ： 据 知情 人士 透露 ， 尽管 与 中国 的 新一轮 贸易谈判 正在 重启 ， 特朗普 在 周四 仍然 指示 助手 继续 对 中国 产品 征收 约 2000 亿美元 的 关税 ， 由于 政府 考虑 根据 公众 意见 中 提出 的 担忧 进行 修订 ， 新一轮 关税 的 宣布 或 被 推迟 。	B
中国 接受 联合国 人权 审查 我 非常 认同 ！ 其实 言论 控制 是 非常 严重 的	B
一些 不知 祖宗 的 良苦用心 或者说 想 借 踩 在 大师 的 脊梁 上 投机取巧 的 人 曾 激动 地 指责 鲁迅 的 文章 尽写 中国 人 人性 的 “ 丑 ” ， 而 没有 写出 中国 人 人性 的 “ 美 ” 。 这是 何其 悲哀 和 愚味 ！ 鲁迅 是 生活 在 什么 时代 ？ 不知 丑何 知美 ！ 十九世纪 中叶 以后 ， 以陀斯妥 也 夫斯基 和 波德莱尔 发刃 的 现代主义 文学艺术 ， 一反 古典 时代 崇美仰 丑 的 反 理性 写法 ， 特别 是 “ 二战 ” 以后 ， 西方 的 文学艺术 描写 的 焦点 放在 表现 “ 丑 ” 上 ， 但 西方人 并 没有 愤愤不平 痛陈 那些 所谓 写 “ 丑 ” 英明 的 大师 们 ！	B
2019 年 我 向 总理 说句话 下午 就 看 了 十三行 的 新闻 ， 看着 他 从 热 搜 几秒 间 被 撤下去 。 我 是 一名 大学生 ， 对 我们 的 教育 一直 以来 就是 要 爱国 爱党 ， 我们 一直 以来 也 都 是 这样 去 做 的 。 但 刚刚 我 的 室友 说 了 一句 话 ， 从此以后 爱过 但 不 信党 。 我 看来 学生 是 一个 国家 的 未来 ， 如果 这样 一个 群体 对 执政党 失去 信任 ， 那 这个 国家 很 可悲 ， 希望 能 真相大白 ， 给 人民 一个 公道 2 北京	B
一 念 天堂 ， 一年 地狱 ， 特朗普 开启 了 地狱 之 门 ， 在 特朗普 的 世界 里 ， 没有 爱 ， 只有 自私 、 自利 、 自我 ， 用 索罗斯 的话 来 总结 ： 特朗普 会 因为 自己 的 超级 自恋 和 自私 ， 不惜 毁灭 美国 和 世界 。 2 石家庄 · 昆仑 大街	OK
本来 海外 J 饭 就 没 人权 ， 杰尼斯 正愁 没 地方 开刀 呢	OK
从 辩证法 角度 ， 应该 感谢 特朗普 所作所为 让 中国 经济 从 头脑发热 ， 妄自尊大 回归 理性 ， 就 像 当年 毛 感谢 赫鲁晓夫 封锁 中国 ， 日本鬼子 侵略 中国 ， 残酷无情 的 现实 才 让 浑浑噩噩 的 中国 人 觉醒 起来 ， 自力更生 ， 奋发图强 。	OK
据 消息 ， 美国 总统 特朗普 要求 立即 加征 2000 亿美元 的 关税 ， 但 强度 降低 ， 25% 降为 10% ， 理解 为 利好 ， 估计 一波 像样 的 反弹 马上 开始 ！	B
中国 如果 敢 顶 川普 多 一年 ， 让 美国 农民 明年 没有 地种 ， 川普 肯定 要 先 服软 ， 因为 他 要 后 年 的 选票 。 如果 今 次 中国 非常 的 配合 ， 让 川普 顺利 后 年 当选 ， 那么 在 他 第二任 会 更加 疯狂 打击 中国 ， 因为 届时 他 在乎 的 是 他 的 历史 地位 是否 能够 比肩 里根 ， 他 已经 不 需要 选票 了 。	B
当然 ， 特朗普 是 德国 裔 而 德国 认 ， 性格 是 刚烈 的 ， 是 不愿 服输 的 - - - - - - - - - - - - - - - - - - - 我 就 不服 ， 就 不服 然后 就是 两次 战争 的 惨败 … … … . 所以 说 ， 我 对 特朗普 那么 要强 的 一个 人 ， 竟然 主动 让 美国 进行 战略 收缩 佩服	OK
国运 昌盛 啊 ！ 我 预感 ， 川普 遇到 了 比 毛衣 站 更 大 的 麻烦 。 就是 中南美洲 的 那 几万个 闯关 非移 。 这 事情 恰恰 点中 了 美国 内部 的 一个 重要 麻烦 ， 够 他 喝 一壶 了 。 至少 半年 。 川普 现在 看起来 并 不 非常 高明 ， 商人 气质 太 明显 了 ， 高调 炫耀 ， 急于求成 。 在 商业 上 ， 这是 优点 ， 没干 先 吹 。 但 行政 上 ， 这 不是 很 好 的 做法 。	OK
特朗普 现在 非常 危险 ， 因为 白宫 的 内 鬼 还 没 找出 ， 而 11 月 的 中期 选举 马上 临近 ， 特朗普 在 美国 内部 受到 的 挑战 巨大 ， 为了 中期 选举 ， 他会 不顾一切 的 掀起 大大 动作 ， 不顾一切 冒险 ， 就是 为了 证明 自己 干出 了 政绩 ， 为 中期 选举 拉票 ， 因为 中期 选举 如果 共和党 失利 ， 那么 特朗普 的 任期 恐怕 也 就 非常 非常 危险 了 。	OK
最近 看余华 的 全集 。 虽然 文革 过去 了 这么久 ， 但 本质 依然 没有 变 。 只是 比 文革 时候 略微 文明 了 一点点 … 那 时候 人们 最 崇敬 谁 ， 现在 就 越 厌恶 谁 。 是 由 心底 对 他 产生 的 一种 厌恶 ！ 祝愿 那 时候 所谓 的 红卫兵 们 不得好死 ！	B
今天 海边 玩 ， 遇到 一对 年轻 的 中国 夫妇 带 着 儿子 。 小朋友 不 愿意 脱 袜子 ， 父母 一个 抱住 一个 强行 脱 。 小朋友 扭动 着 身体 大声 哭闹 ， 爸爸 直接 吼 了 一通 扇 了 个 耳光 。 难道 他们 都 不 好奇 小朋友 为什么 不 愿意 脱 袜子 吗 ？	OK
孟晚 舟 获得 保释 【 孟晚 舟 获得 保释 ， 华为 方面 回应 】 华为 创始人 任正非 之女 ， 时任 华为 CFO 的 孟晚 舟 在 加拿大 转机 时 ， 被 加拿大 当局 代表 美国政府 暂时 扣留 。 当地 时间 11 日 下午 3 点多 ， 加拿大 当地 法院 宣布 ， 准许 孟晚 舟 女士 获得 保释 。 对此 ， 华为 回应 ： 期待 美加能 及时 、 公正 的 结束 此 事件 。	OK
天 哪 。 就 靠 文革 后 那些 作家 怎么 撑 得 起 下 一个 武侠 世纪 啊 。 生命 的 逝去 是 自然法则 ， 但是 后继无人 的 落寞 谁 来 诉说 啊 。	OK
新浪 看点 “ 中国 新 水墨 作品展 1978 - 2018 ” 开幕 ， 探讨 中国 艺术 40 年 发展 变革 O “ 中国 新 水墨 作品展 1978 - 2018 ” 开幕 ， 探讨 中国 艺术 40 年 发展 变革	OK
上次 红黄蓝 幼儿园 事件 这次 又 是 重庆 幼儿园 砍 人 事件 。 真的 ， 以后 我 小孩 都 不敢 往 幼儿园 送 了 看 文字 就 看 的 心里 一阵发 凉 重庆 幼儿园 砍 人 上 不了 热 搜	B
成都 清理 禁养 犬 成都 ， 一个 践行 人权 至上 的 城市 ， 期待 全国 所有 城市 禁养 非 特殊 用途 中 大型犬 ， 让 惨剧 不再 发生 ！	OK
中期 选举 结果 已然 不 重要 。 无论 结果 怎样 ， 这次 选举 对 共和党 的 影响 已经 形成 。 从 8 月份 以来 ， 灯塔 内部 的 舆论 完全 就是 “ 五官 争功 ” ， 看 得 首席 一阵一阵 反胃 。 从 本质 上 说 ， 共和党 特别 是 川普 为 代表 的 极右 力量 ， 借用 这次 选举 ， 彻底 清洗 了 温和派 ， 他们 已经 广泛 退出 了 党内 的 主流 舞台 ， 被 边缘化 。 而 为了 中期 选举 能够 取得胜利 ， 建制 派 不得不 让 川普 肆意 发挥 。 最后 的 结果 就是 ： 只有 川普 力挺 的 人才 能 获得 地方 选举 提名 ， 而 为了 获得 川普 力挺 ， 共和党 各 地方 涌现 了 一帮 “ 志大才疏 、 不堪 大 用 ” 的 马屁 型 官员 。 这样 做 的 好处 是 ： 共和党 内 的 “ 声音 ” 得到 了 统一 ， “ 令行禁止 ” 的 优秀 传统 得到 了 保持 缺点 是 ： 川普 已经 进入 到 了 完全 不 受 建制 派 控制 的 境界 ， 基本上 就是 在 搞 “ 山头主义 ” 、 “ 小圈子 ” 一旦 进入 “ 山头主义 ” ， 基本上 就 可以 跟 远 在 天上 的 常凯 申聊 一聊 人生 了 。 从 这个 角度 出发 ， 全球 政府 对 中期 选举 都 没有 什么 鸟 兴趣 。 因为 大家 知道 ， 最终 出来 的 结果 就是 灯塔 持续 向右转 。 现在 唯一 的 悬念 就是 ： 蓬佩奥 、 哈斯 佩尔 这帮 人 ， 啥时候 到 开封 ， 把 醉酒 中川 普拉 起来 ， 顺势 披上 一件 黄 衣裳 ， 大喊 ： USA ! USA !	B
千万 不要 小看 沙特 记者 遇害 这个 新闻 。 多年 前 ， 恒实 法师 就 说 如果 石油业 不 在 和 美元 挂钩 或 一部分 石油 不用 美元 ， 都 会 出 大事 。 伊朗 问题 其实 就是 石油 话语权 问题 。 美国会 因为 人权 全世界 都 关注 的 人权 和 盟友 沙特 发生 间隙 吗 ？ 拭目以待 。	OK
星期六 的 早上 ， 家里 什么 吃 的 也 没有 。 平时 定 的 中国 外卖 店 最近 全部 休假 ， Uber eat 难吃 配送费 又 贵 。 开车 去家 附近 的 shopping mall ， 楼上楼下 绕 了 半个 小时 也 没有 找到 停车位 。 好 咯 ， 现在 只能 在 家门口 的 炸鸡 店 和 披萨 店选 一个 咯 。 逼 我 长胖 的 一天 。	OK
祖国 这 一年 【 中国 专利申请 数 连续 7 年 位列 全球 第一 】 世界知识产权组织 （ WIPO ） 3 日 公布 的 2017 年 世界 知识产权 报告 显示 ， 从 受理 专利申请 的 国家 和 地区 有关 数量 来看 ， 中国 的 申请 数达 138 万项 ， 占 整体 的 4 成多 ， 连续 7 年 位列 首位 。 商标权 、 设计 权 的 申请 数 也 均 为 中国 居首 。	OK
我 觉得 俞敏 洪说 的 没错 吧 ， 他 谈 了 客观存在 的 现象 （ 也许 是 刻意 引导 的 ） 。 假如 中国 女人 人人爱 科学 、 爱 研究 、 讨厌 王思聪 的 钱 ， 那 不用 你 喊 厉害 了 我 的 锅 ， 美国 特朗普 等 人 先 吓 尿 了 。	B
霸王别姬 ， 怀念 张国荣 霸王 別姬 比 我 的 年齡 都 要 大 今天 看 了 之 後 就 感覺 裏 面 的 細節 都 處理 的 特別 好 也 讓 我 對 文革 時期 的 狀態 有 了 新 的 認識 裏 面 的 人性 啊 感情 啊 都 特別 真實 糾結 很 有 韻味 歷史 感 的 一部 電影 吧	OK
其实 抓 了 华为 的 哪个 人 也 不是 多大点 事 。 二球 跑 到 中国 偷 奢侈品 特朗普 跟 大大 说 了 一句 话 咋 们 就 放 了 。 这次 大大 跟 特朗普 说 一句 ， 特朗普 肯定 也 就 放 了 。	B
大家 好 ， 我 叫 战狼 ， 我吸 雾霾 吃脏 外卖 地沟油 住 高架桥 ， 也 要 支持 华为 心疼 孟晚 舟 ， 你 不 赞成 ， 就是 不 爱国 ， 你 拿 裸官 说 事 ， 就是 仇富 就是 酸葡萄 ， 即使 身在 最底层 做 奴隶 ， 也 要 为了 奴隶主 两肋插刀	B
还 说 从此 国内 再 无 好感 偶像 ， 这 帽子 扣 的 ， 干脆 说 对 中国 人 无 好感 吧 ， 自我感觉 那么 好 ， 爱豆 谦虚 大度 的 优点 一样 没 学到 ， 不是 我 说 什么 这事换 弟弟 家 ， 肯定 好 说话 ， 哪家 没 几个 ky 脑残粉 ， 又 不是故意 针对 他 ， 知道 错 了 改正 不 就行了 吗 多 大 的 事 还 车轱辘 个 没完 。 弟弟 家 也 真是 怂 ， 道歉 就 道歉 你 哭 什么 。	B
不 知道 是不是 被河蟹 的 多 了 ， 我 觉得 抱 男 一 的 动画 居然 还 挺 肉 … … … …	OK
【 我市 举行 实施 乡村 振兴 战略 培训 】 12 月 9 日 ， 全市 实施 乡村 振兴 战略 培训班 开班 。 培训班 邀请 清华大学 中国 农村 研究院 副 院长 张红宇作 辅导 报告 。 市长 叶露 中 主持 ， 副 市长 束学龙 、 孙学龙 、 王岚 、 孙军 ， 市政府 秘书长 陆纯 参加 培训 。 报告 以 “ 走 中国 特色 社会主义 乡村 振兴 道路 ” 为 主题 ， 从 理论 和 实践 两个 层面 ， 详细 解读 了 中共中央 、 国务院 《 乡村 振兴 战略规划 ( 2018 - 2022 年 ) 》 ， 就 我国 实施 乡村 振兴 战略 的 重大意义 、 发展 目标 、 重点 任务 和 工作 方法 进行 了 深入细致 的 阐述 ， 剖析 了 我市 农业 农村 经济 发展 中 存在 的 问题 ， 提出 了 具有 创新性 的 思路 和 观点 ， 为 我市 深入 推进 乡村 振兴 战略 指明 了 方向 ， 对 谋划 明年 的 乡村 振兴 工作 具有 很强 的 指导意义 。 叶露 中 强调 ， 要 准确 把握 乡村 振兴 的 战略 定位 ， 坚定不移 以 实施 乡村 振兴 战略 统领 “ 三农 ” 工作 ， 让 乡村 振兴 成为 全市 上下 的 共同 愿景 、 共同行动 。 要 准确 把握 乡村 振兴 的 目标 定位 ， 优化 提升 “ 一谷 一带 ” “ 一岭 一库 ” 发展 平台 ， 建立健全 城乡 融合 发展 体制 机制 和 政策 体系 ， 统筹 推进 农村 经济 建设 、 政治 建设 、 文化 建设 、 社会 建设 、 生态 文明 建设 和 党的建设 ， 加快 推进 乡村 治理 体系 和 治理 能力 现代化 ， 加快 推进 农业 农村 现代化 ， 努力实现 农业 全面 升级 、 农村 全面进步 、 农民 全面 发展 ， 开创 革命 老区 、 集中 连片 特困 地区 乡村 振兴 新 局面 。 要 准确 把握 乡村 振兴 的 主体 定位 ， 充分 尊重 农民 意愿 ， 注重 提升 农民 素质 ， 切实 发挥 农民 在 乡村 振兴 中 的 主体作用 ， 把 维护 农民 群众 根本利益 、 促进 农民 共同富裕 作为 出发点 和 落脚点 ， 促进 农民 持续 增收 ， 不断 提升 农民 的 获得 感 、 幸福感 、 安全感 。 要 准确 把握 乡村 振兴 的 工作 定位 ， 坚决 把 “ 扎实 苦干 ” 作为 工作 定位 ， 真正 把 实施 乡村 振兴 战略 摆在 优先 位置 ， 始终保持 定力 和 韧劲 ， 推动 各级 干部 主动 担当 作为 ， 以 钉钉子 精神 狠抓 工作 落实 ， 确保 中央 和 省 乡村 振兴 战略 各项 决策 部署 落地 见效 。 要 精心 谋划 好 明年 推进 乡村 振兴 的 工作思路 和 方法 路径 ， 努力 构建 乡村 政治 、 经济 、 文化 、 生态 、 社会 五位一体 发展 格局 。	OK
许静 19 亿 还是 没有 热 搜 对 中国 媒体 很 失望 想 骂人 许静 2019 年 我 向 总理 说句话	B
旧事 杂忆 ： “ 出门 像 公子 ， 采购 像 疯子 ， 回家 像 骡子 ， 算起 帐 来 哭鼻子 ， 老婆 面前 当 孙子 ” 。 现在 的 人 知道 这 顺口溜 的 意思 吗 ？ 文革 中 物质 供应 紧张 ， 国家 只能 保障 京津沪 三地 市场 。 于是 到 这三地 出差 的 人 除了 花钱 大吃大喝 外 更 要 买 很多 东西 回家 （ 包括 给 亲友 捎带 的 ） ， 回家 时 至少 是 前后 各 一个 大 旅行包 搭 在 肩上 ， 双手 再 各提 一个 。 那时 工资 低 ， 往往 要 透支 出差 费用 ， 回来 后 迟迟 不能 报销 ， 同时 也 造成 家庭 财政危机 ， 引发 家庭 矛盾 。 我 现在 坐火车 看到 许多 年轻人 就 一个包 ， 至多 一个 拖箱 ， 常常 想起 当年 。	OK
【 考验 最高法院 的 时候 到 了 】 川普 总统 宣布 了 对 非法 移民 的 避难 终结 令 ， 规定 非法 入境者 不得 申请 政治避难 ， 这 意味着 正在 向 美国 墨西哥 边境 进军 的 7000 多 中美洲 流民 的 梦想破灭 。 每年 有 7 万多 非法 移民 进入 美国 。 毫不 意外 ， 这个 命令 立即 遭到 了 人权 组织 的 起诉 。 他们 在 北加州 联邦 法庭 起诉 ， 要求 否决 总统 行政 令 。 按照 北加州 法官 的 过往 记录 ， 他们 也 几乎 肯定 会 判决 川普 违反 宪法 ， 然后 就是 川普 政府 再次 上诉 。 只有 最高法院 才能 最终 拍板 这个 问题 。 5 名 保守派 大法官 如果 立场 一致 ， 是 可以 彻底 钉死 这个 漏洞 ， 但是 会 出现 逃票 吗 ？ 去年 五名 大法官 支持 了 川普 主要 针对 穆斯林 的 旅行 禁令 。	OK
彭博 11 月 调查 结果显示 ， 中国 明年 经济 增速 料降 至 6.2% ， 几乎 是 20 年来 最低 ； 分析师 指出 ， 中 美 毛衣 摩擦 的 实质性 影响 将 更 多 在 明年 体现 ， 明年 上半年 下行 压力 尤为 严峻 彭博 汇总 数据 显示 ， 11 月份 中国 在岸 债市 的 违约 规模 超过 了 200 亿元 人民币 ， 创 历史 新高 ， 并 一举 推动 2018 年 的 年度 违约 量 破 千亿 - - - - 转	OK
挺 好奇 的 ， 两拨 人 ， 一个 假 统一 ， 两边 通吃 ， 一个 假 台独 ， 不敢 打破 大陆 底线 ， 不管是谁 ， 都 不能 实现 湾 湾 的 真实 想法 。 为啥 还 年 年 选 的 这么 起劲 。 按理说 ， 一次 不 明白 ， 可以 理解 ， 这个 都 玩 了 几十年 ， 还 那么 起劲 。 台湾 选举人 的 承诺 跟 放屁 一样 ， 就 这湾湾 还 嗨 的 不行 不行 的 ， 天天 嚷 着 民主 。 这 投票 投 谁 有 啥 区别 ， 选 的 都 是 猪头 。	B
在 以前 计划生育 执行 比较 严格 的 情况 下 ， 要 放弃 公职 或者 降职 降薪 来生 下 二胎 、 三胎 ， 这样 的 父母 你 觉得 他们 伟大 吗 ？ 我 自己 觉得 他们 挺 伟大 的 ， 因为 为了 孩子 牺牲 了 很多 。 我 同事 觉得 ， 这是 父母 的 选择 而已 ， 他们 清楚 这个 选择 的 代价 ， 孩子 又 没有 自己 要求 出生 。	B
进一步 取消 对 国民 自由行动 的 束缚 ， 让 土地 私有化 、 取消 户籍制度 ， 大规模 减税 ， 让 国企 自然 淘汰 ， 或 任由 破产 ， 把 民营企业 同等对待 ， 进一步 放开 金融 管制 。 中国 将 再次 腾飞 100 年 ， 只用 20 年 ， 一定 全方位 超越 英美 日 ， 你 信不信 ？ 大多数 人 肯定 不 信 ， 因为 中国 人 喜欢 皇帝 管着 。	B
《 XX 周刊 》 第 87 期 内容 如下 ： 专题 | 文革 式 政审 ， 何以 卷土重来 ？ 1 ． 红 拂 ： 政审 你 大爷 2 ． 蔡慎坤 ： 高考 “ 政审 ” 之 说 为何 引发 喧哗 ？ 3 ． 葛剑雄 ： 政审 ， 名为 “ 坚持 政治 方向 ， 贯彻 阶级路线 ” ， 实质 伤天害理 的 事 4 ． 李夏恩 ： 不予 录取 ： 高考 政审 的 诞生 5 ． 刘胜军 ： 高考 记忆 ： 邓小平 删掉 的 这 四个 字 价值 万亿	B
江歌案 最大 恶极 的 不是 应该 是 陈世锋 吗 ， 从根本上 说 其实 江歌 ， 江歌 妈妈 ， 刘鑫 都 是 伤害者 ， 现在 成 了 两个 受害者 互相攻击 互相 伤害 的 局面 ， 真正 应该 千夫所指 的 人 躲 在 监狱 里 逍遥 ， 哎 。 然后 网友 也 是 绝 了 ， 但凡 说 一点 江歌 妈妈 不 对 的话 就 开始 问候 他人 全家 上下 ， 各种 污言秽语 ， 真的 是 精彩绝伦 ， 我 觉得 一个 民主 的 国家 是 尊重 法律 的 国家 ， 也 是 支持 不同 思想 不同 言论 的 国家 ， 而 不是 看到 一个 与 自己 观点 相左 的 评论 就 开始 人身攻击 ， 好像 恨不得 把 人 撕碎 一样 。 支持 江歌 妈妈 起诉 ， 将 真相 还原 ， 其他 的 就 交给 法律 吧 ， 舆论 可以 被 引导 ， 但是 法律 不会	OK
中国矿业大学 质疑 新生 仅 接触 不到 一个月 就 民主 推荐 入党 积极分子 的 名额 ， 其 随机性 大于 科学性 。	OK
红黄蓝 幼儿园 案一审 宣判 法律法规 也 要 适应 是 社会 时代 的 发展 ， 适当 的 做出 调整 ， 现在 都 是 两代 人 伺候 一个 孩子 ， 孩子 就是 家里 唯一 的 希望 和 生活 的 动力 ， 任何 家庭 都 承担 不起 孩子 出现 任何 问题 ， 更何况 是 恶意 伤害 ， 社会 应该 保护 孩子 ， 到 这 犯罪 成本 太低 了 ， 气死我了	B
2019 年 我 向 总理 说句话 作为 一个 文科生 ， 我 希望 我 每天 所 背 的 政治 中 的 为 人民 服务 的 政府 ， 依法 执政 的 党 ， 阳光 下 运行 的 权力 ， 不是 政治 书中 修饰 华丽 的 词藻 ， 是 切实 让 一切 正义 都 有所 伸张 的 政府 。 我 爱 中国 ， 并且 因为 自己 是 中国 人 而 骄傲 。 最后 ， 请 关注 许静 事件	B
众所周知 ， 美国 是 世界 上 最 富有 的 ， 美国 人民 过 着 世界 上 最好 的 日子 .... 现在 川普 觉得 他们 吃亏 了 ， 大家 都 在 占 美国 的 偏宜 ； 他 的 意思 是 ： 我们 美国 人 吃 肉 喝酒 ， 以前 肉汤 都 不 给 你们 喝 了 ， 你们 就 啃 萝卜 白菜 吧 … …	OK
特朗普 毫无疑问 是 位 名垂青史 的 美国 总统 ， 去 美国 生 孩子 就 能 获得 美国 公民权 ， 也许 在 特朗普 的 任期 内会 终结 这个 政策 。 起码 他 是 一位 对 美国 人民 负责 的 总统 。 不像 我国 让 非洲 黑色 大军 冲进来 ， 艾滋病 癌症 患者 增加 ， 不但 浪费 医保 资金 还有 很多 社会 问题 。 迫切希望 出现 一位 特朗普 式 的 领导人 ， 希望 中期 选举 共和党 胜 。	B
一 看到 刘强 东性 侵 我 第一 时间 想到 的 不是 真假 ， 而是 这 和 特朗普 有没有 关系 ， 因为 看美剧 多 啦 ， 总能 想到 美国 人 的 阴险 手段	OK
杭州 又 要 评 什么 指标 吗 ？ 搞 得 跟 文革 抄家 一样 有 毛病	B
看到 一个 书名 ， 搜到 了 这篇 长文 。 《 观察 》 的 两次 争论 ： “ 中国 出路 ” 与 “ 自由主义 往 何处 去 ” _ 读书 频道 _ 凤凰网 ， 47 年 争鸣 文章 。 想着 ， 以前 教学 ， 先生 教授 他 的 理念 ， 独立 自由民主 奋斗 等等 ， 再 古代 先生 也 教授 他们 的 理念 ， 礼义廉耻 治学 格物 等等 。 现在 我们 围墙 内 是 要 成绩 要 考试 ， 要 不能 输在 起跑线 。 O 《 观察 》 的 两次 争论 ： “ 中国 出路 ” 与 “ 自由主义 往 何处 去 ”	OK
红黄蓝 幼儿园 案一审 宣判 现在 犯罪 成本 太低 了 ！ 实在 太低 了 ！ ！ ！ ！ ！ ！ 请问 审判 这些 畜牲 的 法官 ， 家里 有 孩子 么 ？ ！ 有 么 ？ ？ ？	B
看到 一句 话 很 心酸 。 王乐君 被 全网 嘲 演技 ， 后台 强 捧 的 时候 ， 只有 老胡 一个 人为 她 说话 。 而 如今 ， 她 踩 在 胡歌 被 踩 过 的 地方 ， 树立 道德 大旗 爱国 人设 ， 享受 网民 拥戴 。 这 社会 ， 以怨报德 的 人太多 了 。 认清 了 也 不是 坏事 。	B
2018 年 7 月 ， 在 美国 总统 特朗普 宣布 依据 232 调查结果 对 进口 钢铝 产品 征收 额外 关税 后 ， 美国农业部 宣布 设立 一项 120 亿美元 的 基金 ， 用于 援助 遭受 报复性 关税 影响 的 农民 。 本周一 ， 美国农业部 宣布 将 进行 该 基金 的 第二轮 ， 也 就是 最后 一轮 拨款 。 美国农业部 长 Sonny Perdue 在 声明 中称 “ 虽然 美国 的 出口贸易 方面 出现 了 积极 的 变化 ， 但是 由于 其他 国家 对 美国 产品 仍然 存在 不合理 的 贸易 报复 ， 美国 农民 仍 在 遭受 损失 ， 这轮 拨款 将 有助于 （ 美国 农民 ） 在 新 的 一年 时 解决 短期 现金 问题 ” 。 美国农业部 称 ， 120 亿美元 用于 向 美国 农民 购买 多余 的 农作物 以及 “ 开发 美国 农产品 的 海外 市场 ” 。 美国农业部 称 ， 2019 年 的 农业 补贴 不会 超过 2018 年 的 水平 ， 即 120 亿美元 ， 尽管 一些 美国 农业 集团 呼吁 美国政府 提供 更 多 的 援助 。	OK
何志伟 母亲 叫 薛凌 ， 父亲 叫 陈胜宏 ， 这 什么 关系 啊 ？ 陈建铭长 这么 挫 ， 女儿 陈思宇 倒 很 正 ， 国民党 的 陈柄甫 家里 三代 市议员 ， 你 以为 民主 是 人人 都 有 机会 做主 ， 结果 原来 还是 高高在上 的 一群 人 做主	OK
据 美国 《 世界日报 》 报道 ， 6 日 ， 国会 众 、 参 两院 先后 通过 为期 两周 的 临时 预算 ， 现已 移交 白宫 等待 美国 总统 特朗普 签字 生效 ， 若 要 避免 政府 关门 ， 特朗普 需在 当地 时间 7 日 午夜 前 签署 该案 ； 而 两党 针对 美墨 边境 筑墙 的 讨价还价 也 将 拖 到 圣诞节 前夕 。 O 美国会 通过 临时 预算案 避 政府 关门 待 特朗普 签字	OK
在 美国 就业 状况 等等 情况 不好 ， 特朗普 竞选 的 时候 把 美国 国内 的 问题 焦点 指 到 中国 来 ， 因为 中国 对 美国 贸易 有太大 顺差 ， 把 美国 国内 就业机会 转移 到 中国 来 了 ， 美国 老百姓 就业 状况 不好 工资 不 上涨 等等 。 然后 他 在 竞选 时候 提出 来 如果 他 上台 以后 要 解决 这个 问题 ， 当时 讲 的 是 说 要 对 所有 中国 对 美国 的 出口 产品 征收 45% 的 关税 ， 他 竞选 时候 提出 这样 一个 政策 方案 。 当然 到 目前为止 也 没有 对 中国 所有 产品 征收 45% 的 关税 ， 他 还是 说到做到 ， 今年 6 月份 开始 对 中国 五百亿美元 出口 产品 征收 25% 的 关税 ， 分 两步 ， 6 月份 的 时候 340 亿美元 的 出口 产品 ， 8 月份 对 另外 160 亿美元 的 产品 总共 加 起来 500 亿美元 产品 征收 25% 的 关税 ， 我们 采取 反思 对 500 亿美元 也 征收 500 的 关税 。 9 月份 的 时候 特朗普 针对 两千 亿美元 的 中国 的 出口 产品 先 征收 10% 的 关税 ， 如果说 中国 不听话 采取 反制 的话 明年 1 月份 把 10% 的 关税 增加 到 25% ， 我们 每年 从 美国进口 就 一千多 亿 ， 我们 没有 办法 对 两千 亿美元 产品 加 关税 ， 我们 就 说 我们 按 比例 吧 ， 按 比例 对 600 亿美元 进口产品 增加 关税 。 现在 问题 就是说 美国 贸易 利差 扩大 是 趋势 ， 贸易 利差 是不是 像 美国 讲 的 ， 因为 我们 不 公平 的 贸易 政策 造成 的 ， 对 这个 问题 我们 要 进行 一些 分析 ， 因为 我们 卖 到 美国 产品 实际上 是 劳动力 比较 密集 ， 附加 价值 比较 低 ， 人均 GDP8600 美元 ， 美国 已经 达到 6 万美元 了 ， 所以 我们 出口 的 产品 实际上 美国 是 不 生产 的 ， 而且 不是 现在 不 生产 ， 从 二次世界大战 以后 当时 世界 上 最 先进 的 国家 ， 劳动力 比较 密集型 的 产业 失掉 比较 优势 ， 他 就 从 国外 进口 ， 最早 开始 50 年代 、 60 年代 劳动力 密集型 产品 主要 从 日本 进口 ， 所以 日本 当时 跟 美国 有 相当 大 的 贸易逆差 ， 日本 有 顺差 美国 有 逆差 。	OK
华为 cfo 孟晚 舟 被捕 没有 违反 加拿大 法律 ， 也 未 受到 任何 明确 的 指控 ， 加拿大 是 配合 美国 的 要求 扣押 中国 企业家 。 此时 ， 人权 不提 了 ， 程序 正义 也 不 提 了 。 霸凌者 还 来 没得 及 罗织罪名 ， 有些 中国 人 就 忙不迭 的 大谈 “ 契约 精神 ” ， 为 霸凌者 鼓 与 吹 ， 凭着 “ 莫须有 ” ， 未 审先判 ， 堂而皇之 的 对 受害人 搞起 了 有罪 推论 。	OK
